GeneID	GeneName	GeneDescription	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded
MIIP_1_+_1	MIIP	migration and invasion inhibitory protein	1	+	1	12019242	12032049	1801	hg38_refGene	True
MIR6729_1_+_1	MIR6729	microRNA mir-6729	1	+	1	12029158	12029222	65	hg38_refGene	True
TNFRSF8_1_+_1	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	2	+	1	12063377	12144207	3686	hg38_refGene	False
MIR7846_1_+_1	MIR7846	microRNA mir-7846	1	+	1	12166943	12167038	96	hg38_refGene	True
TNFRSF1B_1_+_1	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	1	+	1	12167003	12209220	3675	hg38_refGene	True
MIR4632_1_+_1	MIR4632	microRNA 4632	1	+	1	12191713	12191773	61	hg38_refGene	True
VPS13D_1_+_1	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	2	+	1	12230039	12512046	16347	hg38_refGene	True
SNORA59A_1_+_1	SNORA59A	small nucleolar RNA, H/ACA box 59A	1	+	1	12507246	12507397	152	hg38_refGene	True
SNORA59B_1_+_1	SNORA59B	small nucleolar RNA, H/ACA box 59B	1	+	1	12507246	12507397	152	hg38_refGene	True
DHRS3_1_-_1	DHRS3	dehydrogenase/reductase (SDR family) member 3	1	-	1	12567910	12617731	1722	hg38_refGene	True
MIR6730_1_-_1	MIR6730	microRNA mir-6730	1	-	1	12578957	12579023	67	hg38_refGene	True
AADACL4_1_+_1	AADACL4	arylacetamide deacetylase-like 4	1	+	1	12644547	12667086	1575	hg38_refGene	False
AADACL3_1_+_1	AADACL3	arylacetamide deacetylase-like 3	2	+	1	12716115	12728759	4049	hg38_refGene	False
C1orf158_1_+_1	C1orf158	chromosome 1 open reading frame 158	1	+	1	12746186	12761169	1048	hg38_refGene	False
PRAMEF12_1_+_1	PRAMEF12	PRAME family member 12	1	+	1	12774848	12777905	1778	hg38_refGene	False
PRAMEF1_1_+_1	PRAMEF1	PRAME family member 1	2	+	1	12791397	12796628	2439	hg38_refGene	False
PRAMEF11_1_-_1	PRAMEF11	PRAME family member 11	1	-	1	12824760	12831410	1690	hg38_refGene	False
HNRNPCL1_1_-_1	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1	1	-	1	12847377	12848756	1170	hg38_refGene	False
PRAMEF2_1_+_1	PRAMEF2	PRAME family member 2	1	+	1	12857086	12861909	1642	hg38_refGene	False
PRAMEF4_1_-_1	PRAMEF4	PRAME family member 4	1	-	1	12879212	12886201	1840	hg38_refGene	False
PRAMEF10_1_-_1	PRAMEF10	PRAME family member 10	1	-	1	12892896	12898270	1525	hg38_refGene	False
PRAMEF7_1_+_1	PRAMEF7	PRAME family member 7	1	+	1	12916647	12920480	1558	hg38_refGene	False
PRAMEF6_1_-_1	PRAMEF6	PRAME family member 6	1	-	1	12938472	12947580	1720	hg38_refGene	False
LOC101929983_1_-_1	LOC101929983	PRAME family member 9/15-like	1	-	1	13049808	13053659	1437	hg38_refGene	False
HNRNPCL3_1_+_1	HNRNPCL3		1	+	1	13061232	13062237	1006	hg38_refGene	True
HNRNPCL4_1_+_1	HNRNPCL4		1	+	1	13061310	13062237	928	hg38_refGene	True
PRAMEF26_1_+_1	PRAMEF26	PRAME family member 26	1	+	1	13073678	13077884	1785	hg38_refGene	True
PRAMEF25_1_+_1	PRAMEF25	PRAME family member 25	1	+	1	13073678	13078038	1939	hg38_refGene	True
LOC645354_1_-_1	LOC645354	PRAME family member 14 pseudogene	1	-	1	13094515	13099717	2214	hg38_refGene	True
LOC649324_1_-_1	LOC649324	PRAME family member 1-like	1	-	1	13094515	13099717	2214	hg38_refGene	True
HNRNPCL2_1_-_1	HNRNPCL2		1	-	1	13115488	13116854	1156	hg38_refGene	False
LOC645354_1_+_1	LOC645354	PRAME family member 14 pseudogene	1	+	1	13127069	13132274	2214	hg38_refGene	True
LOC649324_1_+_1	LOC649324	PRAME family member 1-like	1	+	1	13127069	13132274	2214	hg38_refGene	True
PRAMEF25_1_-_1	PRAMEF25	PRAME family member 25	1	-	1	13148751	13153111	1939	hg38_refGene	True
PRAMEF26_1_-_1	PRAMEF26	PRAME family member 26	1	-	1	13148905	13153111	1785	hg38_refGene	True
HNRNPCL4_1_-_1	HNRNPCL4		1	-	1	13164555	13165482	928	hg38_refGene	True
HNRNPCL3_1_-_1	HNRNPCL3		1	-	1	13164555	13165560	1006	hg38_refGene	True
LOC101929983_1_+_1	LOC101929983	PRAME family member 9/15-like	1	+	1	13175281	13179132	1437	hg38_refGene	True
PRAMEF9_1_+_1	PRAMEF9	PRAME family member 9	1	+	1	13175281	13179132	1437	hg38_refGene	True
LOC400736_1_-_1	LOC400736		1	-	1	13196188	13201409	2163	hg38_refGene	False
LOC391003_1_-_1	LOC391003		1	-	1	13222695	13226154	2125	hg38_refGene	True
PRAMEF22_1_-_1	PRAMEF22	PRAME family member 22	1	-	1	13223332	13226109	1443	hg38_refGene	True
PRAMEF5_1_+_1	PRAMEF5	PRAME family member 5	1	+	1	13254198	13263435	1855	hg38_refGene	False
PRAMEF8_1_-_1	PRAMEF8	PRAME family member 8	1	-	1	13281304	13285137	1558	hg38_refGene	False
LOC645382_1_+_1	LOC645382	PRAME family member 10 pseudogene	1	+	1	13303539	13308907	1518	hg38_refGene	False
PRAMEF15_1_+_1	PRAMEF15	PRAME family member 15	1	+	1	13315581	13322595	1862	hg38_refGene	False
PRAMEF14_1_-_1	PRAMEF14	PRAME family member 14	1	-	1	13341892	13347134	2164	hg38_refGene	False
PRAMEF19_1_-_1	PRAMEF19	PRAME family member 19	1	-	1	13368431	13371947	2123	hg38_refGene	False
PRAMEF16_1_+_1	PRAMEF16	PRAME family member 16	1	+	1	13389628	13392631	1584	hg38_refGene	True
PRAMEF17_1_+_1	PRAMEF17	PRAME family member 17	1	+	1	13389632	13392629	1578	hg38_refGene	True
PRAMEF20_1_+_1	PRAMEF20	PRAME family member 20	1	+	1	13410450	13421328	1597	hg38_refGene	False
LRRC38_1_-_1	LRRC38	leucine rich repeat containing 38	1	-	1	13474977	13513747	1908	hg38_refGene	False
PDPN_1_+_1	PDPN	podoplanin	4	+	1	13583757	13617957	2980	hg38_refGene	False
PRDM2_1_+_1	PRDM2	PR domain containing 2, with ZNF domain	4	+	1	13700240	13825079	9583	hg38_refGene	False
KAZN_1_+_1	KAZN	kazrin, periplakin interacting protein	5	+	1	14598717	15118048	9368	hg38_refGene	True
TMEM51-AS1_1_-_1	TMEM51-AS1	TMEM51 antisense RNA 1	1	-	1	15111815	15152464	6979	hg38_refGene	True
TMEM51_1_+_1	TMEM51	transmembrane protein 51	4	+	1	15152532	15220478	2238	hg38_refGene	True
C1orf195_1_-_1	C1orf195	chromosome 1 open reading frame 195	2	-	1	15164196	15171624	719	hg38_refGene	True
FHAD1_1_+_1	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1	1	+	1	15247272	15398126	5090	hg38_refGene	False
EFHD2_1_+_1	EFHD2	EF-hand domain family, member D2	1	+	1	15409895	15430343	2419	hg38_refGene	False
CTRC_1_+_1	CTRC	chymotrypsin C (caldecrin)	1	+	1	15438442	15446658	899	hg38_refGene	False
CELA2A_1_+_1	CELA2A	chymotrypsin-like elastase family, member 2A	1	+	1	15456728	15472091	920	hg38_refGene	False
CELA2B_1_+_1	CELA2B	chymotrypsin-like elastase family, member 2B	1	+	1	15476101	15491400	923	hg38_refGene	False
CASP9_1_-_1	CASP9	caspase 9, apoptosis-related cysteine peptidase	5	-	1	15491401	15524790	3304	hg38_refGene	False
DNAJC16_1_+_1	DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16	3	+	1	15526813	15571733	6299	hg38_refGene	True
AGMAT_1_-_1	AGMAT	agmatine ureohydrolase (agmatinase)	1	-	1	15571699	15585110	3154	hg38_refGene	True
DDI2_1_+_1	DDI2	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	1	+	1	15617458	15661057	2680	hg38_refGene	True
RSC1A1_1_+_1	RSC1A1	regulatory solute carrier protein, family 1, member 1	1	+	1	15659869	15661722	1854	hg38_refGene	True
PLEKHM2_1_+_1	PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	1	+	1	15684332	15734769	4122	hg38_refGene	False
SLC25A34_1_+_1	SLC25A34	solute carrier family 25, member 34	1	+	1	15736314	15741392	3073	hg38_refGene	False
TMEM82_1_+_1	TMEM82	transmembrane protein 82	1	+	1	15742492	15747797	1265	hg38_refGene	False
FBLIM1_1_+_1	FBLIM1	filamin binding LIM protein 1	3	+	1	15758760	15786589	3773	hg38_refGene	False
UQCRHL_1_-_1	UQCRHL	ubiquinol-cytochrome c reductase hinge protein-like	1	-	1	15807162	15807699	538	hg38_refGene	False
FLJ37453_1_-_1	FLJ37453		1	-	1	15834215	15848147	2732	hg38_refGene	True
SPEN_1_+_1	SPEN	spen family transcriptional repressor	1	+	1	15847864	15940455	12227	hg38_refGene	True
MIR5096_1_+_1	MIR5096	microRNA 5096	1	+	1	15871149	15905467	66	hg38_refGene	True
ZBTB17_1_-_1	ZBTB17	zinc finger and BTB domain containing 17	4	-	1	15941869	15976132	2794	hg38_refGene	False
C1orf64_1_+_1	C1orf64	chromosome 1 open reading frame 64	1	+	1	16004236	16006695	927	hg38_refGene	False
HSPB7_1_-_1	HSPB7	heat shock 27kDa protein family, member 7 (cardiovascular)	1	-	1	16014028	16018790	2892	hg38_refGene	False
CLCNKA_1_+_1	CLCNKA	chloride channel, voltage-sensitive Ka	3	+	1	16021991	16034050	2536	hg38_refGene	False
CLCNKB_1_+_1	CLCNKB	chloride channel, voltage-sensitive Kb	2	+	1	16043736	16057326	2984	hg38_refGene	False
FAM131C_1_-_1	FAM131C	family with sequence similarity 131, member C	1	-	1	16057769	16073632	1701	hg38_refGene	False
EPHA2_1_-_1	EPHA2	EPH receptor A2	1	-	1	16124337	16156087	3964	hg38_refGene	False
ARHGEF19_1_-_1	ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	1	-	1	16198104	16212609	3029	hg38_refGene	False
RSG1_1_-_1	RSG1	REM2 and RAB-like small GTPase 1	1	-	1	16231687	16237164	1560	hg38_refGene	False
FBXO42_1_-_1	FBXO42	F-box protein 42	1	-	1	16246840	16352491	6238	hg38_refGene	False
SZRD1_1_+_1	SZRD1	SUZ RNA binding domain containing 1	6	+	1	16367030	16398148	3766	hg38_refGene	False
SPATA21_1_-_1	SPATA21	spermatogenesis associated 21	1	-	1	16398643	16437424	2015	hg38_refGene	False
NECAP2_1_+_1	NECAP2	NECAP endocytosis associated 2	3	+	1	16440672	16460089	2081	hg38_refGene	False
CROCCP3_1_-_1	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3	1	-	1	16467436	16492701	5368	hg38_refGene	False
RNU1-1_1_-_1	RNU1-1	RNA, U1 small nuclear 1	1	-	1	16514122	16514285	164	hg38_refGene	True
RNU1-2_1_-_1	RNU1-2	RNA, U1 small nuclear 2	1	-	1	16514122	16514285	164	hg38_refGene	True
RNU1-27P_1_-_1	RNU1-27P	RNA, U1 small nuclear 27, pseudogene	1	-	1	16514122	16514285	164	hg38_refGene	True
RNU1-28P_1_-_1	RNU1-28P	RNA, U1 small nuclear 28, pseudogene	1	-	1	16514122	16514285	164	hg38_refGene	True
RNU1-3_1_-_1	RNU1-3	RNA, U1 small nuclear 3	1	-	1	16514122	16514285	164	hg38_refGene	True
RNU1-4_1_-_1	RNU1-4	RNA, U1 small nuclear 4	1	-	1	16514122	16514285	164	hg38_refGene	True
RNVU1-18_1_-_1	RNVU1-18	RNA, variant U1 small nuclear 18	1	-	1	16514122	16514285	164	hg38_refGene	True
FAM231B_1_+_1	FAM231B	family with sequence similarity 231, member B	1	+	1	16538724	16540035	1312	hg38_refGene	False
MIR3675_1_+_1	MIR3675	microRNA 3675	1	+	1	16548914	16548987	74	hg38_refGene	False
NBPF1_1_-_1	NBPF1	neuroblastoma breakpoint family, member 1	1	-	1	16562427	16613605	5947	hg38_refGene	False
CROCCP2_1_-_1	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	1	-	1	16618256	16630906	1765	hg38_refGene	False
MST1P2_1_+_1	MST1P2	macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2	1	+	1	16645574	16650420	2636	hg38_refGene	False
RNU1-1_1_-_2	RNU1-1	RNA, U1 small nuclear 1	1	-	1	16666785	16666948	164	hg38_refGene	True
RNU1-2_1_-_2	RNU1-2	RNA, U1 small nuclear 2	1	-	1	16666785	16666948	164	hg38_refGene	True
RNU1-27P_1_-_2	RNU1-27P	RNA, U1 small nuclear 27, pseudogene	1	-	1	16666785	16666948	164	hg38_refGene	True
RNU1-28P_1_-_2	RNU1-28P	RNA, U1 small nuclear 28, pseudogene	1	-	1	16666785	16666948	164	hg38_refGene	True
RNU1-3_1_-_2	RNU1-3	RNA, U1 small nuclear 3	1	-	1	16666785	16666948	164	hg38_refGene	True
RNU1-4_1_-_2	RNU1-4	RNA, U1 small nuclear 4	1	-	1	16666785	16666948	164	hg38_refGene	True
RNVU1-18_1_-_2	RNVU1-18	RNA, variant U1 small nuclear 18	1	-	1	16666785	16666948	164	hg38_refGene	True
FAM231A_1_+_1	FAM231A	family with sequence similarity 231, member A	1	+	1	16673003	16673512	510	hg38_refGene	True
FAM231C_1_+_1	FAM231C	family with sequence similarity 231, member C	1	+	1	16673003	16673657	655	hg38_refGene	True
MIR3675_1_+_2	MIR3675	microRNA 3675	1	+	1	16681255	16681328	74	hg38_refGene	False
ESPNP_1_-_1	ESPNP	espin pseudogene	1	-	1	16691218	16720157	2015	hg38_refGene	False
FAM231C_1_-_1	FAM231C	family with sequence similarity 231, member C	1	-	1	16733807	16734461	655	hg38_refGene	True
FAM231A_1_-_1	FAM231A	family with sequence similarity 231, member A	1	-	1	16733952	16734461	510	hg38_refGene	True
RNU1-1_1_+_1	RNU1-1	RNA, U1 small nuclear 1	1	+	1	16740516	16740679	164	hg38_refGene	True
RNU1-2_1_+_1	RNU1-2	RNA, U1 small nuclear 2	1	+	1	16740516	16740679	164	hg38_refGene	True
RNU1-27P_1_+_1	RNU1-27P	RNA, U1 small nuclear 27, pseudogene	1	+	1	16740516	16740679	164	hg38_refGene	True
RNU1-28P_1_+_1	RNU1-28P	RNA, U1 small nuclear 28, pseudogene	1	+	1	16740516	16740679	164	hg38_refGene	True
RNU1-3_1_+_1	RNU1-3	RNA, U1 small nuclear 3	1	+	1	16740516	16740679	164	hg38_refGene	True
RNU1-4_1_+_1	RNU1-4	RNA, U1 small nuclear 4	1	+	1	16740516	16740679	164	hg38_refGene	True
RNVU1-18_1_+_1	RNVU1-18	RNA, variant U1 small nuclear 18	1	+	1	16740516	16740679	164	hg38_refGene	True
MST1L_1_-_1	MST1L	macrophage stimulating 1-like	1	-	1	16754634	16764480	4668	hg38_refGene	False
MIR3675_1_-_1	MIR3675	microRNA 3675	1	-	1	16858949	16859021	73	hg38_refGene	False
RNU1-1_1_+_2	RNU1-1	RNA, U1 small nuclear 1	1	+	1	16895980	16896143	164	hg38_refGene	True
RNU1-2_1_+_2	RNU1-2	RNA, U1 small nuclear 2	1	+	1	16895980	16896143	164	hg38_refGene	True
RNU1-27P_1_+_2	RNU1-27P	RNA, U1 small nuclear 27, pseudogene	1	+	1	16895980	16896143	164	hg38_refGene	True
RNU1-28P_1_+_2	RNU1-28P	RNA, U1 small nuclear 28, pseudogene	1	+	1	16895980	16896143	164	hg38_refGene	True
RNU1-3_1_+_2	RNU1-3	RNA, U1 small nuclear 3	1	+	1	16895980	16896143	164	hg38_refGene	True
RNU1-4_1_+_2	RNU1-4	RNA, U1 small nuclear 4	1	+	1	16895980	16896143	164	hg38_refGene	True
RNVU1-18_1_+_2	RNVU1-18	RNA, variant U1 small nuclear 18	1	+	1	16895980	16896143	164	hg38_refGene	True
CROCC_1_+_1	CROCC	ciliary rootlet coiled-coil, rootletin	1	+	1	16921950	16972979	6656	hg38_refGene	False
MFAP2_1_-_1	MFAP2	microfibrillar-associated protein 2	4	-	1	16974504	16981586	1174	hg38_refGene	False
ATP13A2_1_-_1	ATP13A2	ATPase type 13A2	3	-	1	16985958	17011972	4040	hg38_refGene	False
SDHB_1_-_1	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	1	-	1	17018726	17054170	1149	hg38_refGene	False
PADI2_1_-_1	PADI2	peptidyl arginine deiminase, type II	1	-	1	17066761	17119453	4363	hg38_refGene	False
PADI1_1_+_1	PADI1	peptidyl arginine deiminase, type I	1	+	1	17205126	17246006	3847	hg38_refGene	False
PADI3_1_+_1	PADI3	peptidyl arginine deiminase, type III	1	+	1	17249098	17284232	3188	hg38_refGene	True
MIR3972_1_+_1	MIR3972	microRNA 3972	1	+	1	17277889	17277975	87	hg38_refGene	True
PADI4_1_+_1	PADI4	peptidyl arginine deiminase, type IV	1	+	1	17308195	17364000	2265	hg38_refGene	False
PADI6_1_+_1	PADI6	peptidyl arginine deiminase, type VI	1	+	1	17372196	17401699	2396	hg38_refGene	False
RCC2_1_-_1	RCC2	regulator of chromosome condensation 2	2	-	1	17406755	17439754	4163	hg38_refGene	False
ARHGEF10L_1_+_1	ARHGEF10L	Rho guanine nucleotide exchange factor (GEF) 10-like	2	+	1	17539835	17697875	4494	hg38_refGene	False
ACTL8_1_+_1	ACTL8	actin-like 8	1	+	1	17755313	17827063	1861	hg38_refGene	False
LOC101927876_1_+_1	LOC101927876		1	+	1	18065657	18074411	2470	hg38_refGene	False
IGSF21_1_+_1	IGSF21	immunoglobin superfamily, member 21	1	+	1	18107746	18378483	1944	hg38_refGene	False
KLHDC7A_1_+_1	KLHDC7A	kelch domain containing 7A	1	+	1	18480930	18485986	5057	hg38_refGene	False
PAX7_1_+_1	PAX7	paired box 7	3	+	1	18631006	18748866	6313	hg38_refGene	False
TAS1R2_1_-_1	TAS1R2	taste receptor, type 1, member 2	1	-	1	18839599	18859661	2521	hg38_refGene	False
ALDH4A1_1_-_1	ALDH4A1	aldehyde dehydrogenase 4 family, member A1	3	-	1	18871430	18902799	3581	hg38_refGene	True
MIR4695_1_-_1	MIR4695	microRNA 4695	1	-	1	18883202	18883275	74	hg38_refGene	True
MIR1290_1_-_1	MIR1290	microRNA 1290	1	-	1	18897071	18897148	78	hg38_refGene	True
IFFO2_1_-_1	IFFO2	intermediate filament family orphan 2	1	-	1	18904280	18956332	5835	hg38_refGene	False
UBR4_1_-_1	UBR4	ubiquitin protein ligase E3 component n-recognin 4	1	-	1	19074506	19210252	15882	hg38_refGene	False
EMC1_1_-_1	EMC1	ER membrane protein complex subunit 1	4	-	1	19215664	19251559	6671	hg38_refGene	False
MRTO4_1_+_1	MRTO4	mRNA turnover 4 homolog (S. cerevisiae)	1	+	1	19251581	19260128	2273	hg38_refGene	False
AKR7L_1_-_1	AKR7L	aldo-keto reductase family 7-like	2	-	1	19265982	19274074	2314	hg38_refGene	False
AKR7A3_1_-_1	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	1	-	1	19282563	19288786	1241	hg38_refGene	False
LOC100506730_1_-_1	LOC100506730		1	-	1	19293247	19295736	2490	hg38_refGene	False
AKR7A2_1_-_1	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	1	-	1	19302708	19312146	2619	hg38_refGene	False
PQLC2_1_+_1	PQLC2	PQ loop repeat containing 2	5	+	1	19312246	19332428	3461	hg38_refGene	False
CAPZB_1_-_1	CAPZB	capping protein (actin filament) muscle Z-line, beta	4	-	1	19338773	19485641	2907	hg38_refGene	False
MINOS1_1_+_1	MINOS1	mitochondrial inner membrane organizing system 1	5	+	1	19596977	19629821	4231	hg38_refGene	True
MINOS1-NBL1_1_+_1	MINOS1-NBL1	MINOS1-NBL1 readthrough	2	+	1	19596977	19658456	2210	hg38_refGene	True
RPS14P3_1_+_1	RPS14P3	ribosomal protein S14 pseudogene 3	1	+	1	19607807	19608644	838	hg38_refGene	True
NBL1_1_+_1	NBL1	neuroblastoma 1, DAN family BMP antagonist	8	+	1	19643229	19658456	3281	hg38_refGene	True
HTR6_1_+_1	HTR6	5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	1	+	1	19665287	19680966	3388	hg38_refGene	False
TMCO4_1_-_1	TMCO4	transmembrane and coiled-coil domains 4	1	-	1	19682213	19799917	2974	hg38_refGene	False
RNF186_1_-_1	RNF186	ring finger protein 186	1	-	1	19814029	19815278	1250	hg38_refGene	False
OTUD3_1_+_1	OTUD3	OTU deubiquitinase 3	1	+	1	19882395	19912944	6514	hg38_refGene	False
PLA2G2E_1_-_1	PLA2G2E	phospholipase A2, group IIE	1	-	1	19920307	19923617	487	hg38_refGene	False
PLA2G2A_1_-_1	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	4	-	1	19975431	19980439	1032	hg38_refGene	False
PLA2G5_1_+_1	PLA2G5	phospholipase A2, group V	1	+	1	20070208	20091901	1894	hg38_refGene	False
PLA2G2D_1_-_1	PLA2G2D	phospholipase A2, group IID	2	-	1	20112650	20119566	1970	hg38_refGene	False
PLA2G2F_1_+_1	PLA2G2F	phospholipase A2, group IIF	1	+	1	20139330	20150386	2719	hg38_refGene	False
PLA2G2C_1_-_1	PLA2G2C	phospholipase A2, group IIC	1	-	1	20163991	20175194	453	hg38_refGene	False
UBXN10-AS1_1_-_1	UBXN10-AS1	UBXN10 antisense RNA 1	1	-	1	20184243	20186486	509	hg38_refGene	True
UBXN10_1_+_1	UBXN10	UBX domain protein 10	1	+	1	20186078	20196048	5578	hg38_refGene	True
VWA5B1_1_+_1	VWA5B1	von Willebrand factor A domain containing 5B1	1	+	1	20290919	20354894	4475	hg38_refGene	False
LINC01141_1_-_1	LINC01141	long intergenic non-protein coding RNA 1141	1	-	1	20359801	20428794	3783	hg38_refGene	False
CAMK2N1_1_-_1	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1	1	-	1	20482391	20486235	2351	hg38_refGene	False
MUL1_1_-_1	MUL1	mitochondrial E3 ubiquitin protein ligase 1	1	-	1	20499448	20508181	2458	hg38_refGene	False
FAM43B_1_+_1	FAM43B	family with sequence similarity 43, member B	1	+	1	20552439	20555020	2582	hg38_refGene	False
CDA_1_+_1	CDA	cytidine deaminase	1	+	1	20588951	20618907	959	hg38_refGene	False
PINK1_1_+_1	PINK1	PTEN induced putative kinase 1	1	+	1	20633455	20651511	2660	hg38_refGene	True
MIR6084_1_+_1	MIR6084	microRNA mir-6084	1	+	1	20633679	20633788	110	hg38_refGene	True
PINK1-AS_1_-_1	PINK1-AS	PINK1 antisense RNA	1	-	1	20642657	20652193	4443	hg38_refGene	True
DDOST_1_-_1	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)	1	-	1	20651767	20661544	2126	hg38_refGene	True
KIF17_1_-_1	KIF17	kinesin family member 17	3	-	1	20664014	20718017	4098	hg38_refGene	False
SH2D5_1_-_1	SH2D5	SH2 domain containing 5	2	-	1	20719732	20732640	3834	hg38_refGene	False
HP1BP3_1_-_1	HP1BP3	heterochromatin protein 1, binding protein 3	1	-	1	20742678	20786688	3921	hg38_refGene	False
EIF4G3_1_-_1	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	4	-	1	20806292	21176888	6970	hg38_refGene	True
MIR1256_1_-_1	MIR1256	microRNA 1256	1	-	1	20988314	20988432	119	hg38_refGene	True
ECE1_1_-_1	ECE1	endothelin converting enzyme 1	4	-	1	21217247	21345541	5737	hg38_refGene	True
LOC100506801_1_+_1	LOC100506801		1	+	1	21293290	21299869	2574	hg38_refGene	True
NBPF3_1_+_1	NBPF3	neuroblastoma breakpoint family, member 3	4	+	1	21440090	21484900	4418	hg38_refGene	False
ALPL_1_+_1	ALPL	alkaline phosphatase, liver/bone/kidney	3	+	1	21509365	21578412	2596	hg38_refGene	False
RAP1GAP_1_-_1	RAP1GAP	RAP1 GTPase activating protein	3	-	1	21596215	21669363	3596	hg38_refGene	False
USP48_1_-_1	USP48	ubiquitin specific peptidase 48	2	-	1	21678299	21783195	5188	hg38_refGene	False
LDLRAD2_1_+_1	LDLRAD2	low density lipoprotein receptor class A domain containing 2	1	+	1	21812265	21825221	4012	hg38_refGene	True
HSPG2_1_-_1	HSPG2	heparan sulfate proteoglycan 2	2	-	1	21822232	21937297	14343	hg38_refGene	True
CELA3B_1_+_1	CELA3B	chymotrypsin-like elastase family, member 3B	1	+	1	21976925	21989354	1003	hg38_refGene	False
CELA3A_1_+_1	CELA3A	chymotrypsin-like elastase family, member 3A	1	+	1	22001656	22012542	907	hg38_refGene	False
LOC101928043_1_-_1	LOC101928043		1	-	1	22023994	22026048	698	hg38_refGene	True
LINC00339_1_+_1	LINC00339	long intergenic non-protein coding RNA 339	6	+	1	22025191	22031224	1388	hg38_refGene	True
CDC42_1_+_1	CDC42	cell division cycle 42	3	+	1	22052627	22092943	3155	hg38_refGene	False
WNT4_1_-_1	WNT4	wingless-type MMTV integration site family, member 4	1	-	1	22117305	22143026	3905	hg38_refGene	False
MIR4418_1_+_1	MIR4418	microRNA 4418	1	+	1	22266239	22266300	62	hg38_refGene	False
ZBTB40_1_+_1	ZBTB40	zinc finger and BTB domain containing 40	2	+	1	22451851	22531157	8992	hg38_refGene	False
EPHA8_1_+_1	EPHA8	EPH receptor A8	2	+	1	22563511	22603594	5409	hg38_refGene	False
MIR6127_1_-_1	MIR6127	microRNA mir-6127	1	-	1	22633258	22633366	109	hg38_refGene	False
C1QA_1_+_1	C1QA	complement component 1, q subcomponent, A chain	1	+	1	22636625	22639682	1098	hg38_refGene	False
C1QC_1_+_1	C1QC	complement component 1, q subcomponent, C chain	2	+	1	22643625	22648110	1191	hg38_refGene	False
C1QB_1_+_1	C1QB	complement component 1, q subcomponent, B chain	1	+	1	22653189	22661536	1044	hg38_refGene	False
EPHB2_1_+_1	EPHB2	EPH receptor B2	4	+	1	22710838	22921500	11039	hg38_refGene	True
MIR4684_1_+_1	MIR4684	microRNA 4684	1	+	1	22719517	22719598	82	hg38_refGene	True
MIR4253_1_-_1	MIR4253	microRNA 4253	1	-	1	22863159	22863226	68	hg38_refGene	True
LACTBL1_1_-_1	LACTBL1	lactamase, beta-like 1	1	-	1	22953043	22965430	1733	hg38_refGene	False
C1orf234_1_-_1	C1orf234	chromosome 1 open reading frame 234	1	-	1	23010834	23015850	510	hg38_refGene	False
KDM1A_1_+_1	KDM1A	lysine (K)-specific demethylase 1A	2	+	1	23019448	23083691	3107	hg38_refGene	True
